Fp1,Fp2,F3,F4,C3,C4
2.41026,1.55695,-0.94768,-2.11867,-1.68488,-1.30438
2.35205,1.40835,-0.75624,-2.41187,-1.88813,-1.05423
2.27478,1.10375,-1.26439,-2.71741,-1.80602,-1.05407
2.11757,1.18217,-1.32425,-2.46181,-1.86832,-1.13601
2.47690,1.33293,-1.34397,-2.54702,-1.49228,-0.82677
2.51263,1.36938,-1.24875,-2.64697,-1.30998,-0.50723
2.41480,1.16208,-1.48327,-2.74292,-1.23490,-0.41248
2.49383,0.79434,-1.79200,-2.83436,-1.10506,-0.20959
2.62533,0.67138,-1.64562,-2.69410,-0.97151,-0.22159
2.60915,0.54349,-1.75256,-2.70791,-0.87262,-0.13765
2.60926,0.61031,-1.88828,-2.63246,-0.92742,0.35802
2.54715,0.37946,-1.76892,-2.59926,-0.87547,0.31156
2.12431,0.15542,-2.09368,-2.69002,-0.58765,0.05509
1.98940,0.07441,-2.04072,-2.96782,-0.63220,0.50831
2.19838,0.03317,-1.86917,-2.61677,-0.34787,0.57402
2.36121,0.50495,-1.83464,-2.59617,0.16959,1.02080
2.38900,0.35589,-2.10543,-2.49527,0.28130,0.96608
2.31103,-0.26939,-2.41080,-2.71884,0.08900,1.02832
2.01409,-0.34100,-2.56917,-2.75036,0.04111,1.20055
2.20177,-0.31820,-2.19838,-2.19454,0.55876,1.14248
2.19940,-0.07950,-2.38173,-1.77329,0.90733,1.31704
2.40570,-0.20669,-2.28762,-1.67364,1.11483,1.57292
1.90196,-0.51165,-2.63096,-1.93694,1.04773,1.28438
1.61088,-1.01314,-2.78341,-1.69763,0.63633,1.04102
1.80526,-0.96276,-2.73149,-1.67197,0.85015,1.08845
1.57058,-1.11583,-2.67868,-1.49314,1.02710,1.32396
1.70289,-0.96577,-2.41058,-1.21205,1.23793,1.52882
1.24261,-1.14156,-2.62333,-1.16336,1.08663,1.23738
1.23604,-1.37704,-2.62452,-1.40508,0.93858,1.23450
1.24282,-1.33442,-2.48956,-1.21315,1.09459,1.39861
1.32817,-1.54374,-2.53510,-1.09177,1.24975,1.62902
1.04120,-1.35729,-2.20858,-0.59745,1.33843,1.75818
0.84730,-1.65130,-2.52567,-0.90834,1.63325,1.91666
0.83750,-1.85164,-2.43172,-0.51543,1.32117,1.77422
0.60372,-1.79435,-2.39756,-0.54662,1.44543,1.74600
0.57950,-1.72070,-2.14883,-0.22423,1.71294,2.06418
0.34642,-1.70615,-2.22786,-0.15608,1.46744,2.01578
0.19541,-1.83318,-1.89845,-0.37161,1.51759,2.03650
-0.03268,-1.88389,-2.16932,-0.27922,1.24416,1.88485
-0.15851,-1.88317,-1.66804,-0.27663,1.65547,1.96570
0.17461,-1.59089,-1.46422,0.08783,1.89285,2.50474
0.32918,-1.40406,-1.30358,0.14230,1.92589,2.51298
0.00964,-1.55158,-1.33575,0.22531,1.75531,2.45863
-0.10240,-1.59093,-1.74536,-0.08172,1.91477,2.63706
-0.21441,-1.60730,-1.68656,0.17706,1.87141,2.63827
0.09001,-1.63496,-1.24037,0.44317,2.20539,2.99209
0.34598,-1.29772,-1.19103,0.73835,2.57139,2.99435
0.28389,-1.66829,-1.42067,0.74195,2.64178,3.11408
-0.12039,-1.75398,-1.52916,0.64300,2.42345,2.77441
-0.31065,-1.89709,-1.56752,0.67760,2.45920,2.81878
-0.32877,-1.88761,-1.48230,0.75297,2.51599,2.86484
-0.27975,-1.76120,-1.24465,0.98426,2.78639,3.17308
-0.38475,-1.58408,-1.16598,0.84233,2.90218,3.12864
-0.36880,-1.77177,-1.14791,0.96560,2.81323,2.78915
-0.51338,-1.87254,-1.19781,0.90590,2.80150,2.76806
-0.66028,-1.70244,-1.09722,0.92216,2.74376,2.96621
-0.37363,-1.63946,-1.23045,1.01586,3.01631,3.34450
-0.51284,-1.92984,-1.22638,1.35574,3.18857,3.28426
-0.50202,-2.09196,-1.09818,1.00713,3.02040,3.25014
-0.82106,-2.34287,-1.20552,1.04075,3.03777,2.83032
-1.04637,-2.17502,-0.96618,1.29307,3.15862,3.22660
-1.07476,-2.11572,-0.74934,1.54454,3.33582,2.96162
-0.97024,-2.10901,-0.78982,1.67544,3.17714,2.96386
-1.30172,-2.38715,-0.99117,1.73053,3.07419,2.76277
-1.50807,-2.36822,-0.75391,1.55585,2.90429,2.65801
-1.43430,-2.32381,-0.37403,1.66307,3.16094,2.71839
-1.65352,-1.83172,-0.02694,2.10699,3.29869,2.99592
-1.57108,-2.01082,-0.13470,1.97962,3.09571,2.75754
-1.97211,-2.19982,-0.17832,2.06027,3.17302,2.47304
-2.00404,-2.27206,-0.34735,1.83046,3.07866,2.56689
-1.79860,-2.19095,-0.03103,2.44990,2.93241,2.52935
-1.53381,-1.60679,0.04898,2.49346,3.03043,2.38631
-1.84918,-1.60744,0.35214,2.73616,3.29676,2.41510
-1.81678,-2.02546,0.27716,2.98350,2.77886,2.10398
-2.10140,-1.93393,0.33242,2.91356,2.75403,1.92289
-2.21375,-1.83448,0.21558,2.82646,2.54284,1.80196
-2.30027,-1.58089,0.75861,3.05689,2.38588,1.87450
-2.31857,-1.68691,0.88907,3.20023,2.53486,1.83577
-2.30320,-1.72349,1.10213,3.04719,2.05351,1.61242
-2.53351,-1.41750,1.03027,2.81501,2.11619,1.33032
-2.58002,-1.42895,0.93350,2.89921,2.02814,1.20404
-2.14954,-1.12763,1.38900,3.02593,1.84701,1.22691
-2.17539,-1.01584,1.53337,3.15919,1.95918,1.41496
-2.19278,-1.03757,1.41781,2.92357,1.97104,1.36442
-2.36793,-1.14257,1.30822,2.77426,1.74655,1.15446
-2.37675,-1.10066,1.33546,3.11875,1.59520,0.99955
-2.09610,-0.92885,1.73368,3.22712,1.44746,1.08912
-2.16349,-0.78659,2.01186,3.07461,1.36178,1.15906
-2.42490,-0.75800,1.83949,2.89647,1.34349,0.97617
-2.63168,-0.88217,1.68514,2.49315,0.91466,0.57468
-2.40121,-0.44587,1.79306,2.47094,1.02016,0.83018
-2.20931,-0.30709,2.12866,2.44965,1.30194,1.00284
-1.83639,0.12814,2.47006,2.61526,1.11973,1.22724
-1.85049,0.09180,2.26125,2.63472,1.13459,0.76508
-2.10816,0.02145,2.24554,2.35250,1.07482,0.83943
-1.95556,0.02633,1.99646,2.38700,1.00157,0.56747
